Year,Month,Day,biome,chemi,gas
2012,1,16,-0.0370 ,-0.0387 ,-0.0396 
2012,1,17,0.0593 ,0.0550 ,0.0574 
2012,1,18,-0.0187 ,-0.0292 ,-0.0253 
2012,1,19,0.0093 ,0.0145 ,0.0106 
2012,1,20,0.0171 ,0.0230 ,0.0110 
2012,1,30,-0.0088 ,-0.0065 ,-0.0034 
2012,1,31,0.0005 ,-0.0002 ,0.0019 
2012,2,1,-0.0001 ,-0.0046 ,-0.0021 
2012,2,2,0.0117 ,0.0191 ,0.0172 
2012,2,3,0.0195 ,0.0202 ,0.0246 
2012,2,6,0.0122 ,0.0122 ,0.0157 
2012,2,7,-0.0180 ,-0.0210 ,-0.0178 
2012,2,8,0.0224 ,0.0267 ,0.0268 
2012,2,9,0.0220 ,0.0116 ,0.0050 
2012,2,10,0.0064 ,0.0048 ,0.0088 
2012,2,13,0.0235 ,0.0158 ,0.0159 
2012,2,14,0.0025 ,0.0026 ,0.0028 
2012,2,15,0.0130 ,0.0171 ,0.0193 
2012,2,16,-0.0019 ,-0.0048 ,0.0068 
2012,2,17,-0.0052 ,-0.0079 ,-0.0040 
2012,2,20,-0.0003 ,-0.0005 ,-0.0008 
2012,2,21,0.0100 ,0.0074 ,0.0071 
2012,2,22,0.0240 ,0.0238 ,0.0200 
2012,2,23,-0.0007 ,0.0043 ,0.0007 
2012,2,24,0.0099 ,0.0114 ,0.0133 
2012,2,27,0.0001 ,0.0016 ,-0.0017 
2012,2,28,-0.0155 ,-0.0106 ,-0.0127 
2012,2,29,-0.0007 ,-0.0094 ,-0.0122 
2012,3,1,0.0041 ,0.0009 ,0.0046 
2012,3,2,0.0163 ,0.0185 ,0.0211 
2012,3,5,-0.0039 ,-0.0011 ,0.0043 
2012,3,6,-0.0086 ,-0.0119 ,-0.0047 
2012,3,7,0.0028 ,-0.0017 ,-0.0013 
2012,3,8,0.0102 ,0.0149 ,0.0154 
2012,3,9,0.0135 ,0.0129 ,0.0136 
2012,3,12,0.0179 ,0.0153 ,0.0101 
2012,3,13,0.0010 ,0.0106 ,0.0053 
2012,3,14,-0.0463 ,-0.0457 ,-0.0518 
2012,3,15,-0.0035 ,-0.0070 ,-0.0116 
2012,3,16,0.0283 ,0.0253 ,0.0233 
2012,3,19,0.0120 ,0.0204 ,0.0176 
2012,3,20,-0.0266 ,-0.0252 ,-0.0200 
2012,3,21,-0.0040 ,0.0047 ,0.0051 
2012,3,22,-0.0022 ,-0.0068 ,-0.0076 
2012,3,23,-0.0089 ,-0.0191 ,-0.0207 
2012,3,26,0.0099 ,-0.0002 ,-0.0028 
2012,3,27,-0.0029 ,-0.0057 ,-0.0013 
2012,3,28,-0.0519 ,-0.0457 ,-0.0471 
2012,3,29,-0.0143 ,-0.0218 ,-0.0171 
2012,3,30,-0.0045 ,-0.0074 ,-0.0043 
2012,4,5,0.0278 ,0.0296 ,0.0272 
2012,4,6,0.0039 ,0.0049 ,0.0084 
2012,4,9,-0.0138 ,-0.0108 ,-0.0090 
2012,4,10,0.0062 ,0.0098 ,0.0116 
2012,4,11,0.0075 ,0.0049 ,-0.0006 
2012,4,12,0.0245 ,0.0219 ,0.0241 
2012,4,13,0.0100 ,0.0088 ,0.0099 
2012,4,16,-0.0023 ,-0.0022 ,-0.0004 
2012,4,17,0.0055 ,-0.0037 ,-0.0110 
2012,4,18,0.0091 ,0.0183 ,0.0247 
2012,4,19,0.0121 ,-0.0004 ,-0.0015 
2012,4,20,-0.0009 ,0.0065 ,0.0019 
2012,4,23,-0.0240 ,-0.0259 ,-0.0163 
2012,4,24,-0.0221 ,-0.0171 ,-0.0179 
2012,4,25,0.0061 ,0.0099 ,0.0156 
2012,4,26,-0.0048 ,-0.0008 ,-0.0054 
2012,4,27,-0.0093 ,-0.0033 ,-0.0069 
2012,5,2,0.0078 ,0.0128 ,0.0069 
2012,5,3,0.0137 ,0.0126 ,0.0049 
2012,5,4,0.0074 ,0.0070 ,0.0162 
2012,5,7,0.0100 ,0.0138 ,0.0152 
2012,5,8,-0.0037 ,0.0054 ,0.0102 
2012,5,9,-0.0217 ,-0.0219 ,-0.0148 
2012,5,10,0.0098 ,0.0097 ,0.0066 
2012,5,11,0.0115 ,0.0018 ,-0.0136 
2012,5,14,0.0073 ,0.0023 ,0.0008 
2012,5,15,-0.0059 ,-0.0077 ,-0.0020 
2012,5,16,-0.0112 ,-0.0080 ,-0.0070 
2012,5,17,0.0023 ,0.0101 ,0.0105 
2012,5,18,-0.0214 ,-0.0204 ,-0.0150 
2012,5,21,-0.0015 ,-0.0029 ,-0.0072 
2012,5,22,0.0172 ,0.0165 ,0.0135 
2012,5,23,0.0002 ,-0.0009 ,-0.0071 
2012,5,24,-0.0143 ,-0.0051 ,-0.0080 
2012,5,25,-0.0125 ,-0.0136 ,-0.0105 
2012,5,28,0.0108 ,0.0089 ,0.0061 
2012,5,29,0.0125 ,0.0163 ,0.0143 
2012,5,30,0.0109 ,0.0043 ,0.0077 
2012,5,31,0.0090 ,0.0045 ,0.0048 
2012,6,1,-0.0040 ,0.0021 ,-0.0053 
2012,6,4,-0.0284 ,-0.0268 ,-0.0331 
2012,6,5,0.0109 ,0.0094 ,-0.0012 
2012,6,6,-0.0061 ,-0.0031 ,-0.0099 
2012,6,7,-0.0037 ,-0.0058 ,-0.0046 
2012,6,8,-0.0088 ,-0.0039 ,-0.0068 
2012,6,11,0.0158 ,0.0148 ,0.0176 
2012,6,12,-0.0009 ,-0.0011 ,-0.0092 
2012,6,13,0.0199 ,0.0197 ,0.0234 
2012,6,14,-0.0040 ,-0.0073 ,-0.0041 
2012,6,15,0.0149 ,0.0071 ,0.0008 
2012,6,18,0.0074 ,0.0141 ,0.0103 
2012,6,19,0.0071 ,-0.0039 ,-0.0096 
2012,6,20,-0.0192 ,-0.0111 ,0.0103 
2012,6,21,-0.0155 ,-0.0137 ,-0.0185 
2012,6,25,-0.0195 ,-0.0234 ,-0.0215 
2012,6,26,-0.0013 ,-0.0013 ,-0.0064 
2012,6,27,-0.0048 ,-0.0019 ,-0.0017 
2012,6,28,-0.0062 ,-0.0100 ,-0.0260 
2012,6,29,0.0219 ,0.0139 ,0.0150 
2012,7,2,0.0177 ,0.0157 ,0.0071 
2012,7,3,-0.0056 ,0.0016 ,0.0005 
2012,7,4,0.0009 ,-0.0100 ,-0.0063 
2012,7,5,-0.0065 ,-0.0216 ,-0.0261 
2012,7,6,0.0216 ,0.0215 ,0.0117 
2012,7,9,-0.0136 ,-0.0205 ,-0.0272 
2012,7,10,-0.0202 ,-0.0156 ,-0.0056 
2012,7,11,0.0131 ,0.0134 ,0.0104 
2012,7,12,0.0177 ,0.0130 ,0.0113 
2012,7,13,0.0100 ,-0.0027 ,-0.0114 
2012,7,16,-0.0337 ,-0.0396 ,-0.0441 
2012,7,17,0.0016 ,0.0043 ,0.0048 
2012,7,18,0.0059 ,0.0090 ,0.0109 
2012,7,19,0.0120 ,0.0124 ,0.0221 
2012,7,20,-0.0031 ,-0.0003 ,-0.0038 
2012,7,23,-0.0063 ,-0.0059 ,-0.0096 
2012,7,24,0.0058 ,0.0046 ,0.0056 
2012,7,25,-0.0105 ,-0.0040 ,-0.0080 
2012,7,26,-0.0148 ,-0.0113 ,-0.0045 
2012,7,27,-0.0224 ,-0.0088 ,-0.0006 
2012,7,30,-0.0235 ,-0.0297 ,-0.0232 
2012,7,31,-0.0186 ,-0.0205 ,-0.0168 
2012,8,1,0.0107 ,0.0142 ,0.0142 
2012,8,2,-0.0018 ,0.0021 ,-0.0093 
2012,8,3,0.0213 ,0.0236 ,0.0222 
2012,8,6,0.0196 ,0.0230 ,0.0251 
2012,8,7,0.0129 ,0.0137 ,0.0149 
2012,8,8,-0.0086 ,0.0022 ,0.0015 
2012,8,9,0.0238 ,0.0181 ,0.0156 
2012,8,10,-0.0016 ,-0.0002 ,0.0009 
2012,8,13,-0.0190 ,-0.0141 ,-0.0214 
2012,8,14,0.0156 ,0.0130 ,0.0089 
2012,8,15,-0.0087 ,-0.0089 ,-0.0072 
2012,8,16,-0.0055 ,-0.0115 ,-0.0012 
2012,8,17,-0.0050 ,-0.0012 ,0.0052 
2012,8,20,0.0031 ,0.0082 ,0.0054 
2012,8,21,0.0184 ,0.0171 ,0.0138 
2012,8,22,0.0010 ,-0.0056 ,-0.0049 
2012,8,23,0.0089 ,0.0050 ,0.0110 
2012,8,24,-0.0172 ,-0.0186 ,-0.0190 
2012,8,27,-0.0098 ,-0.0215 ,-0.0164 
2012,8,28,0.0024 ,0.0037 ,0.0112 
2012,8,29,-0.0005 ,-0.0033 ,-0.0045 
2012,8,30,-0.0210 ,-0.0203 ,-0.0167 
2012,8,31,0.0073 ,0.0062 ,0.0026 
2012,9,3,0.0187 ,0.0174 ,0.0150 
2012,9,4,-0.0086 ,-0.0074 ,-0.0077 
2012,9,5,0.0002 ,0.0080 ,0.0121 
2012,9,6,0.0050 ,0.0107 ,0.0111 
2012,9,7,0.0252 ,0.0301 ,0.0308 
2012,9,10,0.0056 ,0.0091 ,0.0090 
2012,9,11,0.0095 ,-0.0013 ,0.0003 
2012,9,12,0.0030 ,0.0074 ,0.0060 
2012,9,13,-0.0154 ,-0.0178 ,-0.0122 
2012,9,14,-0.0031 ,0.0027 ,0.0012 
2012,9,17,-0.0312 ,-0.0256 ,-0.0283 
2012,9,18,0.0038 ,-0.0030 ,-0.0015 
2012,9,19,0.0055 ,0.0100 ,0.0101 
2012,9,20,-0.0350 ,-0.0300 ,-0.0362 
2012,9,21,-0.0064 ,-0.0086 ,-0.0055 
2012,9,24,0.0062 ,0.0060 ,0.0119 
2012,9,25,-0.0042 ,-0.0085 ,-0.0076 
2012,9,26,-0.0159 ,-0.0257 ,-0.0306 
2012,9,27,0.0229 ,0.0237 ,0.0222 
2012,9,28,0.0131 ,0.0195 ,0.0136 
2012,10,8,0.0018 ,0.0008 ,0.0037 
2012,10,9,0.0232 ,0.0274 ,0.0275 
2012,10,10,0.0085 ,0.0117 ,0.0130 
2012,10,11,0.0069 ,-0.0102 ,-0.0168 
2012,10,12,-0.0049 ,0.0009 ,0.0062 
2012,10,15,0.0046 ,0.0027 ,-0.0020 
2012,10,16,0.0007 ,0.0054 ,0.0035 
2012,10,17,-0.0024 ,0.0021 ,0.0044 
2012,10,18,0.0132 ,0.0124 ,0.0117 
2012,10,19,0.0013 ,-0.0024 ,0.0002 
2012,10,22,0.0017 ,0.0036 ,0.0063 
2012,10,23,-0.0142 ,-0.0111 ,-0.0107 
2012,10,24,0.0026 ,-0.0025 ,0.0085 
2012,10,25,-0.0094 ,-0.0135 ,-0.0060 
2012,10,26,-0.0140 ,-0.0190 ,-0.0311 
2012,10,29,0.0058 ,0.0054 ,-0.0019 
2012,10,30,0.0041 ,0.0038 ,-0.0002 
2012,10,31,0.0000 ,0.0104 ,0.0161 
2012,11,1,0.0124 ,0.0122 ,0.0115 
2012,11,2,0.0070 ,0.0039 ,0.0031 
2012,11,5,-0.0030 ,-0.0031 ,0.0048 
2012,11,6,-0.0103 ,-0.0104 ,-0.0030 
2012,11,7,-0.0028 ,0.0004 ,0.0002 
2012,11,8,-0.0236 ,-0.0232 ,-0.0285 
2012,11,9,0.0075 ,-0.0041 ,-0.0026 
2012,11,12,-0.0030 ,0.0016 ,0.0024 
2012,11,13,-0.0219 ,-0.0167 ,-0.0224 
2012,11,14,0.0049 ,0.0045 ,-0.0043 
2012,11,15,-0.0103 ,-0.0158 ,-0.0201 
2012,11,16,-0.0072 ,-0.0073 ,-0.0104 
2012,11,19,0.0007 ,0.0059 ,0.0106 
2012,11,20,-0.0041 ,-0.0053 ,-0.0049 
2012,11,21,0.0107 ,0.0083 ,0.0121 
2012,11,22,-0.0069 ,-0.0122 ,-0.0044 
2012,11,23,0.0033 ,0.0006 ,0.0030 
2012,11,26,-0.0114 ,-0.0116 ,-0.0162 
2012,11,27,-0.0323 ,-0.0388 ,-0.0456 
2012,11,28,-0.0310 ,-0.0269 ,-0.0236 
2012,11,29,-0.0075 ,-0.0090 ,-0.0136 
2012,11,30,0.0109 ,0.0111 ,0.0136 
2012,12,3,-0.0360 ,-0.0259 ,-0.0283 
2012,12,4,0.0104 ,0.0103 ,0.0181 
2012,12,5,0.0315 ,0.0356 ,0.0348 
2012,12,6,-0.0058 ,-0.0036 ,0.0002 
2012,12,7,0.0216 ,0.0204 ,0.0235 
2012,12,10,0.0098 ,0.0133 ,0.0152 
2012,12,11,-0.0090 ,-0.0072 ,-0.0110 
2012,12,12,-0.0048 ,-0.0033 ,-0.0026 
2012,12,13,-0.0100 ,-0.0122 ,-0.0143 
2012,12,14,0.0369 ,0.0386 ,0.0367 
2012,12,17,0.0022 ,0.0041 ,0.0063 
2012,12,18,0.0065 ,-0.0029 ,-0.0044 
2012,12,19,0.0051 ,0.0034 ,0.0083 
2012,12,20,-0.0084 ,-0.0024 ,0.0090 
2012,12,21,0.0068 ,0.0066 ,0.0016 
2012,12,24,0.0133 ,0.0164 ,0.0134 
2012,12,25,0.0177 ,0.0234 ,0.0187 
2012,12,26,0.0062 ,0.0118 ,0.0149 
2012,12,27,-0.0034 ,-0.0009 ,-0.0050 
2012,12,28,0.0174 ,0.0094 ,0.0141 
2012,12,31,0.0108 ,0.0059 ,0.0093 
2013,1,4,-0.0129 ,-0.0084 ,-0.0076 
2013,1,7,0.0387 ,0.0214 ,0.0155 
2013,1,8,0.0319 ,0.0142 ,0.0154 
2013,1,9,-0.0198 ,-0.0014 ,0.0044 
2013,1,10,0.0142 ,0.0060 ,0.0071 
2013,1,11,-0.0161 ,-0.0191 ,-0.0254 
2013,1,14,0.0450 ,0.0386 ,0.0335 
2013,1,15,0.0129 ,0.0231 ,0.0178 
2013,1,16,-0.0015 ,0.0029 ,-0.0030 
2013,1,17,-0.0083 ,-0.0079 ,-0.0078 
2013,1,18,0.0219 ,0.0144 ,0.0085 
2013,1,21,0.0124 ,0.0104 ,0.0134 
2013,1,22,-0.0160 ,-0.0143 ,-0.0221 
2013,1,23,-0.0022 ,-0.0003 ,0.0046 
2013,1,24,-0.0188 ,-0.0207 ,-0.0170 
2013,1,25,0.0231 ,0.0074 ,0.0016 
2013,1,28,0.0388 ,0.0260 ,0.0195 
2013,1,29,0.0059 ,0.0041 ,0.0105 
2013,1,30,0.0170 ,-0.0010 ,0.0007 
2013,1,31,-0.0112 ,-0.0040 ,-0.0106 
2013,2,1,0.0023 ,0.0040 ,0.0061 
2013,2,4,-0.0162 ,-0.0144 ,-0.0106 
2013,2,5,0.0193 ,0.0102 ,0.0070 
2013,2,6,0.0238 ,0.0121 ,0.0050 
2013,2,7,-0.0018 ,0.0049 ,0.0043 
2013,2,8,0.0087 ,0.0209 ,0.0121 
2013,2,18,0.0058 ,0.0134 ,0.0056 
2013,2,19,-0.0098 ,-0.0055 ,-0.0137 
2013,2,20,0.0310 ,0.0300 ,0.0286 
2013,2,21,-0.0155 ,-0.0178 ,-0.0172 
2013,2,22,-0.0080 ,-0.0092 ,-0.0035 
2013,2,25,0.0142 ,0.0137 ,0.0171 
2013,2,26,0.0073 ,-0.0072 ,-0.0159 
2013,2,27,0.0031 ,-0.0038 ,-0.0013 
2013,2,28,0.0197 ,0.0160 ,0.0201 
2013,3,1,0.0325 ,0.0233 ,0.0187 
2013,3,4,-0.0080 ,-0.0240 ,-0.0232 
2013,3,5,0.0307 ,0.0307 ,0.0221 
2013,3,6,0.0129 ,0.0188 ,0.0181 
2013,3,7,-0.0177 ,-0.0196 ,-0.0183 
2013,3,8,-0.0117 ,-0.0066 ,-0.0063 
2013,3,11,0.0110 ,0.0009 ,-0.0012 
2013,3,12,-0.0358 ,-0.0284 ,-0.0334 
2013,3,13,-0.0093 ,-0.0068 ,-0.0050 
2013,3,14,0.0057 ,0.0045 ,0.0040 
2013,3,15,0.0046 ,0.0063 ,0.0012 
2013,3,18,-0.0089 ,-0.0128 ,-0.0200 
2013,3,19,0.0003 ,-0.0067 ,0.0012 
2013,3,20,0.0226 ,0.0245 ,0.0245 
2013,3,21,0.0170 ,0.0122 ,0.0135 
2013,3,22,0.0017 ,0.0034 ,0.0025 
2013,3,25,-0.0046 ,0.0003 ,0.0093 
2013,3,26,-0.0028 ,-0.0021 ,-0.0173 
2013,3,27,0.0154 ,0.0032 ,0.0081 
2013,3,28,-0.0142 ,-0.0195 ,-0.0282 
2013,3,29,-0.0036 ,0.0006 ,0.0014 
2013,4,1,0.0243 ,0.0116 ,0.0034 
2013,4,2,-0.0281 ,-0.0232 ,-0.0145 
2013,4,3,0.0325 ,0.0025 ,-0.0119 
2013,4,8,0.0075 ,0.0069 ,-0.0003 
2013,4,9,-0.0212 ,-0.0021 ,0.0120 
2013,4,10,-0.0050 ,-0.0110 ,0.0009 
2013,4,11,0.0053 ,-0.0049 ,-0.0071 
2013,4,12,-0.0130 ,-0.0098 ,-0.0125 
2013,4,15,-0.0103 ,-0.0128 ,-0.0137 
2013,4,16,0.0066 ,0.0006 ,0.0122 
2013,4,17,0.0301 ,0.0131 ,0.0118 
2013,4,18,0.0019 ,0.0014 ,0.0037 
2013,4,19,0.0154 ,0.0210 ,0.0207 
2013,4,22,0.0164 ,0.0125 ,0.0096 
2013,4,23,-0.0274 ,-0.0282 ,-0.0315 
2013,4,24,0.0155 ,0.0197 ,0.0221 
2013,4,25,-0.0148 ,-0.0164 ,-0.0185 
2013,4,26,-0.0209 ,-0.0198 ,-0.0151 
2013,5,2,0.0177 ,0.0041 ,0.0033 
2013,5,3,0.0269 ,0.0262 ,0.0198 
2013,5,6,0.0147 ,0.0167 ,0.0249 
2013,5,7,0.0062 ,-0.0013 ,0.0014 
2013,5,8,0.0247 ,0.0132 ,0.0154 
2013,5,9,-0.0034 ,-0.0054 ,0.0111 
2013,5,10,0.0068 ,0.0107 ,0.0121 
2013,5,13,0.0092 ,0.0034 ,-0.0029 
2013,5,14,-0.0123 ,-0.0091 ,-0.0196 
2013,5,15,0.0201 ,0.0166 ,0.0189 
2013,5,16,-0.0017 ,0.0055 ,0.0093 
2013,5,17,0.0065 ,0.0080 ,0.0167 
2013,5,20,-0.0257 ,0.0021 ,0.0278 
2013,5,21,0.0111 ,0.0085 ,0.0151 
2013,5,22,-0.0011 ,-0.0089 ,-0.0133 
2013,5,23,-0.0050 ,-0.0040 ,0.0023 
2013,5,24,0.0146 ,0.0115 ,0.0174 
2013,5,27,0.0168 ,0.0099 ,0.0150 
2013,5,28,0.0016 ,0.0029 ,-0.0073 
2013,5,29,0.0106 ,0.0065 ,0.0060 
2013,5,30,0.0129 ,0.0032 ,0.0015 
2013,5,31,-0.0033 ,0.0072 ,-0.0036 
2013,6,3,-0.0132 ,-0.0006 ,-0.0117 
2013,6,4,-0.0213 ,-0.0209 ,-0.0194 
2013,6,5,0.0032 ,0.0050 ,0.0110 
2013,6,6,-0.0174 ,-0.0190 ,-0.0185 
2013,6,7,-0.0064 ,-0.0143 ,-0.0183 
2013,6,13,-0.0260 ,-0.0277 ,-0.0325 
2013,6,14,0.0182 ,0.0187 ,0.0215 
2013,6,17,0.0079 ,0.0095 ,0.0091 
2013,6,18,0.0004 ,0.0010 ,-0.0005 
2013,6,19,-0.0051 ,-0.0067 ,0.0020 
2013,6,20,-0.0403 ,-0.0307 ,-0.0325 
2013,6,21,-0.0040 ,-0.0083 ,-0.0056 
2013,6,24,-0.0621 ,-0.0606 ,-0.0652 
2013,6,25,-0.0070 ,-0.0057 ,-0.0086 
2013,6,26,0.0341 ,0.0208 ,0.0242 
2013,6,27,-0.0062 ,-0.0216 ,-0.0199 
2013,6,28,-0.0080 ,-0.0075 ,0.0063 
2013,7,1,0.0290 ,0.0200 ,0.0191 
2013,7,2,0.0295 ,0.0247 ,0.0100 
2013,7,3,0.0077 ,-0.0046 ,-0.0027 
2013,7,4,-0.0015 ,0.0072 ,0.0073 
2013,7,5,-0.0051 ,-0.0088 ,0.0040 
2013,7,8,-0.0302 ,-0.0415 ,-0.0380 
2013,7,9,0.0074 ,0.0070 ,0.0057 
2013,7,10,0.0227 ,0.0297 ,0.0278 
2013,7,11,0.0188 ,0.0242 ,0.0222 
2013,7,12,-0.0024 ,-0.0035 ,-0.0024 
2013,7,15,0.0330 ,0.0227 ,0.0198 
2013,7,16,0.0102 ,0.0146 ,0.0170 
2013,7,17,-0.0206 ,-0.0178 ,-0.0181 
2013,7,18,-0.0030 ,-0.0060 ,0.0074 
2013,7,19,-0.0175 ,-0.0241 ,-0.0147 
2013,7,22,0.0276 ,0.0242 ,0.0268 
2013,7,23,0.0251 ,0.0248 ,0.0284 
2013,7,24,0.0184 ,0.0098 ,0.0010 
2013,7,25,-0.0176 ,-0.0156 ,-0.0266 
2013,7,26,0.0070 ,0.0049 ,0.0017 
2013,7,29,-0.0118 ,-0.0108 ,-0.0214 
2013,7,30,-0.0049 ,0.0026 ,0.0065 
2013,7,31,0.0005 ,-0.0024 ,0.0083 
2013,8,1,0.0256 ,0.0256 ,0.0308 
2013,8,2,-0.0001 ,0.0039 ,0.0029 
2013,8,5,0.0141 ,0.0240 ,0.0141 
2013,8,6,0.0165 ,0.0104 ,0.0107 
2013,8,7,-0.0037 ,-0.0116 ,-0.0122 
2013,8,8,0.0115 ,0.0171 ,0.0039 
2013,8,9,0.0063 ,0.0069 ,-0.0008 
2013,8,12,0.0021 ,0.0142 ,0.0182 
2013,8,13,0.0002 ,0.0056 ,0.0097 
2013,8,14,0.0036 ,-0.0030 ,-0.0055 
2013,8,15,-0.0214 ,-0.0166 ,-0.0147 
2013,8,16,-0.0322 ,-0.0286 ,-0.0165 
2013,8,19,0.0218 ,0.0215 ,0.0202 
2013,8,20,0.0081 ,-0.0004 ,-0.0058 
2013,8,21,0.0087 ,0.0074 ,0.0218 
2013,8,22,0.0042 ,0.0110 ,0.0135 
2013,8,23,-0.0007 ,-0.0006 ,-0.0130 
2013,8,26,0.0203 ,0.0166 ,0.0236 
2013,8,27,0.0091 ,0.0073 ,0.0055 
2013,8,28,-0.0182 ,-0.0195 ,-0.0180 
2013,8,29,-0.0003 ,-0.0025 ,0.0011 
2013,8,30,-0.0201 ,-0.0167 ,-0.0227 
2013,9,2,0.0021 ,0.0133 ,0.0050 
2013,9,3,0.0133 ,0.0134 ,0.0173 
2013,9,4,-0.0080 ,-0.0013 ,-0.0024 
2013,9,5,0.0082 ,0.0050 ,-0.0024 
2013,9,6,0.0078 ,0.0033 ,0.0111 
2013,9,9,-0.0069 ,0.0009 ,0.0056 
2013,9,10,0.0017 ,0.0055 ,0.0049 
2013,9,11,-0.0117 ,-0.0066 ,-0.0149 
2013,9,12,0.0095 ,-0.0010 ,-0.0001 
2013,9,13,0.0071 ,0.0035 ,0.0027 
2013,9,16,0.0022 ,0.0082 ,0.0004 
2013,9,17,-0.0101 ,-0.0200 ,-0.0090 
2013,9,18,0.0166 ,0.0088 ,0.0090 
2013,9,23,0.0105 ,0.0179 ,0.0194 
2013,9,24,0.0016 ,0.0005 ,0.0071 
2013,9,25,0.0033 ,-0.0024 ,-0.0069 
2013,9,26,-0.0025 ,-0.0034 ,-0.0131 
2013,9,27,0.0255 ,0.0118 ,-0.0011 
2013,9,30,0.0097 ,0.0094 ,0.0081 
2013,10,8,0.0047 ,0.0101 ,0.0204 
2013,10,9,0.0187 ,0.0117 ,0.0114 
2013,10,10,-0.0056 ,-0.0103 ,0.0054 
2013,10,11,0.0094 ,0.0132 ,0.0186 
2013,10,14,-0.0020 ,0.0032 ,0.0121 
2013,10,15,0.0254 ,0.0086 ,0.0006 
2013,10,16,-0.0357 ,-0.0283 ,-0.0256 
2013,10,17,-0.0072 ,-0.0040 ,0.0030 
2013,10,18,0.0150 ,0.0031 ,0.0010 
2013,10,21,0.0249 ,0.0228 ,0.0252 
2013,10,22,-0.0128 ,-0.0073 ,-0.0083 
2013,10,23,-0.0243 ,-0.0243 ,-0.0361 
2013,10,24,-0.0052 ,-0.0073 ,-0.0026 
2013,10,25,-0.0361 ,-0.0216 ,-0.0165 
2013,10,28,-0.0070 ,-0.0015 ,-0.0056 
2013,10,29,-0.0256 ,-0.0343 ,-0.0261 
2013,10,30,0.0195 ,0.0124 ,0.0224 
2013,10,31,-0.0169 ,-0.0113 ,-0.0060 
2013,11,1,0.0101 ,0.0030 ,-0.0027 
2013,11,4,-0.0123 ,0.0030 ,0.0119 
2013,11,5,0.0116 ,0.0045 ,0.0151 
2013,11,6,-0.0002 ,-0.0087 ,-0.0036 
2013,11,7,-0.0192 ,-0.0150 ,-0.0152 
2013,11,8,-0.0130 ,-0.0151 ,-0.0150 
2013,11,11,0.0220 ,0.0113 ,0.0069 
2013,11,12,0.0161 ,0.0097 ,0.0108 
2013,11,13,-0.0190 ,-0.0225 ,-0.0254 
2013,11,14,0.0152 ,0.0121 ,0.0090 
2013,11,15,0.0123 ,0.0158 ,0.0207 
2013,11,18,0.0104 ,0.0201 ,0.0207 
2013,11,19,0.0060 ,0.0009 ,0.0051 
2013,11,20,0.0111 ,0.0046 ,0.0112 
2013,11,21,-0.0096 ,-0.0014 ,-0.0003 
2013,11,22,-0.0114 ,-0.0018 ,-0.0071 
2013,11,25,-0.0048 ,0.0000 ,-0.0026 
2013,11,26,0.0077 ,0.0015 ,-0.0011 
2013,11,27,0.0050 ,0.0089 ,0.0153 
2013,11,28,0.0089 ,0.0127 ,0.0055 
2013,11,29,0.0115 ,0.0127 ,0.0064 
2013,12,2,-0.0510 ,-0.0528 ,-0.0550 
2013,12,3,0.0157 ,0.0223 ,0.0218 
2013,12,4,0.0194 ,0.0135 ,0.0159 
2013,12,5,0.0079 ,0.0000 ,0.0029 
2013,12,6,-0.0039 ,0.0020 ,0.0007 
2013,12,9,0.0081 ,0.0081 ,0.0057 
2013,12,10,0.0073 ,-0.0035 ,-0.0018 
2013,12,11,-0.0122 ,-0.0089 ,-0.0086 
2013,12,12,0.0100 ,0.0079 ,0.0034 
2013,12,13,0.0159 ,0.0014 ,0.0103 
2013,12,16,-0.0153 ,-0.0128 ,-0.0115 
2013,12,17,0.0127 ,-0.0014 ,-0.0010 
2013,12,18,0.0107 ,0.0039 ,0.0010 
2013,12,19,0.0037 ,-0.0069 ,-0.0065 
2013,12,20,-0.0048 ,-0.0115 ,-0.0180 
2013,12,23,0.0316 ,0.0109 ,-0.0012 
2013,12,24,-0.0108 ,0.0014 ,0.0106 
2013,12,25,-0.0092 ,0.0098 ,0.0092 
2013,12,26,-0.0062 ,-0.0169 ,-0.0185 
2013,12,27,0.0017 ,0.0124 ,0.0198 
2013,12,30,-0.0024 ,0.0021 ,0.0101 
2013,12,31,0.0066 ,0.0047 ,-0.0046 
2014,1,2,0.0185 ,0.0109 ,0.0079 
2014,1,3,0.0081 ,-0.0053 ,-0.0033 
2014,1,6,-0.0225 ,-0.0256 ,-0.0225 
2014,1,7,0.0148 ,0.0095 ,0.0212 
2014,1,8,0.0116 ,0.0028 ,0.0062 
2014,1,9,-0.0117 ,-0.0180 ,-0.0197 
2014,1,10,-0.0183 ,-0.0187 ,-0.0174 
2014,1,13,-0.0128 ,-0.0015 ,0.0077 
2014,1,14,0.0134 ,0.0178 ,0.0157 
2014,1,15,0.0276 ,0.0070 ,0.0034 
2014,1,16,-0.0077 ,0.0021 ,-0.0062 
2014,1,17,-0.0152 ,-0.0157 ,-0.0178 
2014,1,20,0.0018 ,-0.0062 ,-0.0140 
2014,1,21,-0.0004 ,0.0100 ,0.0172 
2014,1,22,0.0164 ,0.0212 ,0.0237 
2014,1,23,0.0024 ,0.0036 ,0.0114 
2014,1,24,0.0135 ,0.0128 ,0.0107 
2014,1,27,-0.0025 ,-0.0035 ,-0.0057 
2014,1,28,0.0073 ,0.0034 ,-0.0021 
2014,1,29,0.0085 ,0.0060 ,0.0146 
